Name,Division,Group,Department,Program Name,Course Name,Duration(in hrs),Completed,Enrollment Time,Completion Time,Learning Hours Spent,Course Grade,Skills Learned
Person_242,SHS,Industrial By-ProductsManagementDivision,IBMD M&S-Marketing& Business Development,Marketing Learning Program,The Nuts and Bolts of Public Relations,4.5,Yes,2023-03-14T12:02:52.000Z,2023-03-16T21:26:03.000Z,5.21,95.83,Not Calibrated
Person_242,SHS,Industrial By-ProductsManagementDivision,IBMD M&S-Marketing& Business Development,Marketing Learning Program,International B2B (Business to Business) Marketing,4.4,Yes,2023-03-15T11:52:32.000Z,2023-03-16T05:15:52.000Z,2.51,83.5,Marketing
Person_242,SHS,Industrial By-ProductsManagementDivision,IBMD M&S-Marketing& Business Development,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,Yes,2023-03-16T08:30:06.000Z,2023-03-16T10:29:39.000Z,1.92,86.32,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_242,SHS,Industrial By-ProductsManagementDivision,IBMD M&S-Marketing& Business Development,Marketing Learning Program,Marketing Channel Benefits,3.8,Yes,2023-03-15T09:24:06.000Z,2023-03-15T11:48:18.000Z,0.43,98.67,Not Calibrated
Person_243,VP One SC,Logistics,Logistics-Inbound & Rail,AI Engineering Learning Program ONE IT,Deep Neural Networks with PyTorch,14,,,,,,Convolutional Neural Network; PyTorch; Human Learning; Artificial Neural Networks; Deep Learning
Person_243,VP One SC,Logistics,Logistics-Inbound & Rail,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_243,VP One SC,Logistics,Logistics-Inbound & Rail,AI Engineering Learning Program ONE IT,Building Deep Learning Models with TensorFlow,4.9,,,,,,Recurrent Neural Network; Deep Learning; Convolutional Neural Network; Artificial Neural Networks; Human Learning; Tensorflow; Autoencoder
Person_243,VP One SC,Logistics,Logistics-Inbound & Rail,AI Engineering Learning Program ONE IT,Introduction to Deep Learning & Neural Networks with Keras,5.8,,,,,,Convolutional Neural Network; Artificial Neural Networks; Deep Learning; Keras
Person_243,VP One SC,Logistics,Logistics-Inbound & Rail,AI Engineering Learning Program ONE IT,Scalable Machine Learning on Big Data using Apache Spark,7.8,,,,,,Apache; Apache Spark; Human Learning; Big Data; Machine Learning
Person_243,VP One SC,Logistics,Logistics-Inbound & Rail,AI Engineering Learning Program ONE IT,Machine Learning with Python,12.3,,,,,,Computer Programming; Algorithms; Analysis; Data Clustering Algorithms; Regression; Human Learning; Python Programming; Statistical Classification; Decision Tree; Machine Learning
Person_243,VP One SC,Logistics,Logistics-Inbound & Rail,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_243,VP One SC,Logistics,Logistics-Inbound & Rail,AI Engineering Learning Program ONE IT,AI Capstone Project with Deep Learning,5.1,,,,,,PyTorch; Artificial Neural Networks; Deep Learning; Keras; Human Learning
Person_244,Shared Services,Spares & Services,Spares Manufacturing Department,School of Blockchain,Introduction to Blockchain Technologies,10.9,No,2023-05-18T09:55:54.000Z,,0.01,0,Bitcoin; Cryptocurrency; BlockChain
Person_244,Shared Services,Spares & Services,Spares Manufacturing Department,School of Blockchain,Blockchain Opportunity Analysis,5.8,,,,,,BlockChain; Analysis; Modeling; Leadership and Management
Person_244,Shared Services,Spares & Services,Spares Manufacturing Department,School of Blockchain,Transacting on the Blockchain,5.9,,,,,,Cryptocurrency; BlockChain; Smart Contract; Finance
Person_244,Shared Services,Spares & Services,Spares Manufacturing Department,School of Blockchain,Blockchain and Business,8.5,,,,,,BlockChain
Person_245,VP - GSP,Procurement,Bulk Commodities,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-02-10T10:55:13.000Z,,0,0,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_245,VP - GSP,Procurement,Bulk Commodities,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_245,VP - GSP,Procurement,Bulk Commodities,Supply Chain Basics Learning Program,Supply Chain Principles,12.2,,,,,,Supply Chain; Warehouse Management; Chaining; Procurement; Process; Planning; Leadership and Management
Person_246,TSM,Khopoli Operations,Maintenance,Business Communication Learning Program,Successful Presentation,4.5,,,,,,Presentation; Speech; Public Speaking; Communication
Person_246,TSM,Khopoli Operations,Maintenance,Business Communication Learning Program,Effective Communication Capstone Project,4.4,,,,,,Grammar; Presentation; Business Writing; Speech; Public Speaking; Graphic Design; Computer Graphics; Writing; Communication; Project
Person_246,TSM,Khopoli Operations,Maintenance,Business Communication Learning Program,Business Writing,9.2,,,,,,Grammar; Writing; Business Writing; Communication
Person_246,TSM,Khopoli Operations,Maintenance,Business Communication Learning Program,Graphic Design,4.7,,,,,,Typography; Graphic Design; Computer Graphics
Person_246,TSM,Khopoli Operations,Maintenance,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_246,TSM,Khopoli Operations,Maintenance,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_247,TQM and E&P,Projects & Construction TSK,Raw Material Handling System,Project Management Learning Program -E&P,Construction Project Management,18.8,Yes,2023-02-09T08:13:04.000Z,2023-04-11T18:28:56.000Z,4.83,92.77,Schedule; Risk; Project Plan; Project Planning; Planning; Project Management; Project; Leadership and Management
Person_247,TQM and E&P,Projects & Construction TSK,Raw Material Handling System,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-04-16T14:06:12.000Z,2023-04-17T08:01:01.000Z,1.58,87.5,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_247,TQM and E&P,Projects & Construction TSK,Raw Material Handling System,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,Yes,2023-04-17T08:06:57.000Z,2023-04-30T09:33:59.000Z,2.04,89.32,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_248, Steel Manufacturing,One Refractory,"Refractories Iron Making, TSJ",Productivity Management Learning Program,Work Smarter Not Harder: Time Management for Personal & Professional Productivity,2.7,Yes,2023-03-10T12:05:38.000Z,2023-04-29T13:46:06.000Z,4.19,96.43,Time Management; Planning; Leadership and Management
Person_248, Steel Manufacturing,One Refractory,"Refractories Iron Making, TSJ",School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-04-09T17:58:08.000Z,,0.01,0,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_248, Steel Manufacturing,One Refractory,"Refractories Iron Making, TSJ",School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_249,VP One SC,Logistics,Logistics-Inbound & Rail,Entrepreneurial Mindset Learning Program,Entrepreneurial Mindset,5.5,Yes,2023-03-01T02:04:01.000Z,2023-04-08T11:33:16.000Z,12.4,94.5,Entrepreneurship; Modeling
Person_249,VP One SC,Logistics,Logistics-Inbound & Rail,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,Yes,2023-03-19T20:36:45.000Z,2023-04-03T13:31:23.000Z,10.51,85.13,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_249,VP One SC,Logistics,Logistics-Inbound & Rail,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-03-16T10:19:49.000Z,2023-03-19T20:32:34.000Z,8.28,90,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_250,M&S(FP),#,"FP-M&S-Industrial Prod.,Projects&Exports",School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_250,M&S(FP),#,"FP-M&S-Industrial Prod.,Projects&Exports",School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_250,M&S(FP),#,"FP-M&S-Industrial Prod.,Projects&Exports",Sales Learning Program,Channel Management and Retailing,5.4,,,,,,Marketing; Leadership and Management
Person_250,M&S(FP),#,"FP-M&S-Industrial Prod.,Projects&Exports",Sales Learning Program,Connecting with Sales Prospects,5.8,,,,,,Sales; Sales Strategy; Strategy
Person_251,Raw Materials,O M & Q,P&L - Noamundi,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_252,Raw Materials,FAM,Mechanical Maintenance MGM,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_252,Raw Materials,FAM,Mechanical Maintenance MGM,Business Communication Learning Program,Successful Presentation,4.5,,,,,,Presentation; Speech; Public Speaking; Communication
Person_252,Raw Materials,FAM,Mechanical Maintenance MGM,Business Communication Learning Program,Effective Communication Capstone Project,4.4,,,,,,Grammar; Presentation; Business Writing; Speech; Public Speaking; Graphic Design; Computer Graphics; Writing; Communication; Project
Person_252,Raw Materials,FAM,Mechanical Maintenance MGM,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_251,Raw Materials,O M & Q,P&L - Noamundi,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-03-23T10:53:05.000Z,,0.01,0,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_252,Raw Materials,FAM,Mechanical Maintenance MGM,Business Communication Learning Program,Business Writing,9.2,,,,,,Grammar; Writing; Business Writing; Communication
Person_252,Raw Materials,FAM,Mechanical Maintenance MGM,Business Communication Learning Program,Graphic Design,4.7,,,,,,Typography; Graphic Design; Computer Graphics
Person_253,TQM and E&P,#,Total Quality Management,Neural Networks and Deep Learning ONE IT,Neural Networks and Deep Learning,15.9,No,2023-04-11T03:55:12.000Z,,2.63,4,Supply Chain; Numpy; Logistic Regression; Computer Programming; Regression; Human Learning; Artificial Neural Networks; Deep Learning; Python Programming
Person_251,Raw Materials,O M & Q,P&L - Noamundi,Project Mgmt Learning Program-Generic,Initiating and Planning Projects,4.8,No,2023-03-24T04:50:08.000Z,,0.35,0,Project; Planning; Project Management; Project Plan; Project Planning; Leadership and Management
Person_251,Raw Materials,O M & Q,P&L - Noamundi,Project Mgmt Learning Program-Generic,Budgeting and Scheduling Projects,3.6,,,,,,Schedule; Estimation; Budget; Project Management; Project; Planning; Cost; Leadership and Management
Person_251,Raw Materials,O M & Q,P&L - Noamundi,Project Mgmt Learning Program-Generic,Managing Project Risks and Changes,3,,,,,,Risk; Change Management; Risk Management; Project Management; Communication; Project; Planning; Leadership and Management
Person_251,Raw Materials,O M & Q,P&L - Noamundi,Project Mgmt Learning Program-Generic,Project Management Project,4.3,,,,,,Schedule; Risk; Project Plan; Budget; Risk Management; Project Management; Planning; Project; Leadership and Management
Person_254,Tech&NMB,Research & Development,R&D,School of Blockchain,Introduction to Blockchain Technologies,10.9,No,2023-05-08T12:18:05.000Z,,3.88,18,Bitcoin; Cryptocurrency; BlockChain
Person_254,Tech&NMB,Research & Development,R&D,School of Blockchain,Transacting on the Blockchain,5.9,,,,,,Cryptocurrency; BlockChain; Smart Contract; Finance
Person_254,Tech&NMB,Research & Development,R&D,School of Blockchain,Blockchain and Business,8.5,,,,,,BlockChain
Person_254,Tech&NMB,Research & Development,R&D,School of Blockchain,Blockchain Opportunity Analysis,5.8,,,,,,BlockChain; Analysis; Modeling; Leadership and Management
Person_255,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TISCON Retail),",School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_255,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TISCON Retail),",Sales Learning Program,Channel Management and Retailing,5.4,,,,,,Marketing; Leadership and Management
Person_255,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TISCON Retail),",School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_255,M&S(LP),Chief Commercial Officer (Long Product),"LP-M&S (TISCON Retail),",Sales Learning Program,Connecting with Sales Prospects,5.8,,,,,,Sales; Sales Strategy; Strategy
Person_256,HRM,HRM Center of Excellence (CoE),Productivity Services Department,Data-Based Decision Making Learning Prog,Inferential and Predictive Statistics for Business,13.6,Yes,2023-03-25T15:41:41.000Z,2023-03-30T06:48:33.000Z,3.77,93.8,Predictive Analytics; Statistical Analysis; Statistical Hypothesis Testing; Hypothesis; Hypothesis Testing; Inference; Regression; General Statistics; Regression Analysis; Analysis
Person_256,HRM,HRM Center of Excellence (CoE),Productivity Services Department,Data-Based Decision Making Learning Prog,Exploring and Producing Data for Business Decision Making,18,Yes,2023-03-25T15:41:15.000Z,2023-03-28T08:51:28.000Z,5.17,86.8,Statistical Analysis; Data Analysis; Microsoft Excel; General Statistics; Analysis
Person_256,HRM,HRM Center of Excellence (CoE),Productivity Services Department,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-03-10T09:22:19.000Z,2023-03-25T15:22:22.000Z,2.56,92.5,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_256,HRM,HRM Center of Excellence (CoE),Productivity Services Department,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,Yes,2023-03-29T09:05:37.000Z,2023-03-30T09:30:07.000Z,5.16,87.17,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_257,Iron Making,Coke Plants,Hooghly Met Coke,Excel for Business Learning Program,Excel Skills for Business: Essentials,16.1,,,,,,Chart; Sorting; Microsoft Excel
Person_257,Iron Making,Coke Plants,Hooghly Met Coke,Excel for Business Learning Program,Excel Skills for Business: Intermediate I,17.4,,,,,,Analysis; Chart; Pivot Table; Microsoft Excel
Person_257,Iron Making,Coke Plants,Hooghly Met Coke,Excel for Business Learning Program,Excel Skills for Business: Intermediate II,17.1,,,,,,Data Validation; Data Model; Microsoft Excel; Modeling
Person_257,Iron Making,Coke Plants,Hooghly Met Coke,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_257,Iron Making,Coke Plants,Hooghly Met Coke,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-02-16T09:46:03.000Z,,0.19,0,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_257,Iron Making,Coke Plants,Hooghly Met Coke,Excel for Business Learning Program,Excel Skills for Business: Advanced,13.6,,,,,,Microsoft Excel; Finance
Person_258,TQM and E&P,Design & Engineering,D&E Equipment,School of Blockchain,Transacting on the Blockchain,5.9,,,,,,Cryptocurrency; BlockChain; Smart Contract; Finance
Person_258,TQM and E&P,Design & Engineering,D&E Equipment,School of Blockchain,Blockchain and Business,8.5,,,,,,BlockChain
Person_258,TQM and E&P,Design & Engineering,D&E Equipment,School of Blockchain,Blockchain Opportunity Analysis,5.8,,,,,,BlockChain; Analysis; Modeling; Leadership and Management
Person_258,TQM and E&P,Design & Engineering,D&E Equipment,School of Blockchain,Introduction to Blockchain Technologies,10.9,No,2023-05-02T09:06:37.000Z,,1.07,20,Bitcoin; Cryptocurrency; BlockChain
Person_259,"VP Corp. Finance, Treasury & Risk Mgmt.",#,Treasury Management,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-02-16T09:46:08.000Z,2023-04-05T10:36:01.000Z,5.6,87.5,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_259,"VP Corp. Finance, Treasury & Risk Mgmt.",#,Treasury Management,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,No,2023-04-05T10:49:22.000Z,,0.31,0,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_259,"VP Corp. Finance, Treasury & Risk Mgmt.",#,Treasury Management,Investment Management Learning Program,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,16.7,No,2023-02-09T11:53:37.000Z,,0.71,17.12,Investment; Financial Markets; Investment Management; Mathematical Optimization; Asset; Market (Economics); Strategy; Finance; Analysis; Leadership and Management
Person_260,Tech&NMB,Research & Development,R&D,School of Visualization ONE IT,Essential Design Principles for Tableau,11,,,,,,Principle; Tableau Software; Data Visualization; Software
Person_260,Tech&NMB,Research & Development,R&D,School of Visualization ONE IT,Visual Analytics with Tableau,8.1,,,,,,Map; Analytics; Tableau Software; Data Visualization; Software
Person_260,Tech&NMB,Research & Development,R&D,School of Visualization ONE IT,Creating Dashboards and Storytelling with Tableau,13.4,,,,,,Storytelling; Tableau Software; Data Visualization; Software
Person_260,Tech&NMB,Research & Development,R&D,School of Visualization ONE IT,Fundamentals of Visualization with Tableau,8.1,No,2023-05-04T08:36:05.000Z,,0.92,0,Tableau Software; Data Visualization; Software
Person_260,Tech&NMB,Research & Development,R&D,School of Visualization ONE IT,Data Visualization with Tableau Project,6.3,,,,,,Tableau Software; Data Analysis; Data Visualization; Software; Analysis
Person_261,One IT,#,Data & Analytics,Design Thinking Learning Program,Design Thinking for Innovation,5.5,,,,,,Design Thinking; Innovation; Leadership and Management
Person_262,TSM,Angul Operation - IM,Blast Furnaces,Excel for Business Learning Program,Excel Skills for Business: Intermediate I,17.4,,,,,,Analysis; Chart; Pivot Table; Microsoft Excel
Person_262,TSM,Angul Operation - IM,Blast Furnaces,Excel for Business Learning Program,Excel Skills for Business: Essentials,16.1,,,,,,Chart; Sorting; Microsoft Excel
Person_262,TSM,Angul Operation - IM,Blast Furnaces,Excel for Business Learning Program,Excel Skills for Business: Advanced,13.6,,,,,,Microsoft Excel; Finance
Person_262,TSM,Angul Operation - IM,Blast Furnaces,Excel for Business Learning Program,Excel Skills for Business: Intermediate II,17.1,,,,,,Data Validation; Data Model; Microsoft Excel; Modeling
Person_262,TSM,Angul Operation - IM,Blast Furnaces,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_262,TSM,Angul Operation - IM,Blast Furnaces,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_263,VP Financial Oprns.& Corporate Reporting,Financial Operations & Business Finance,Finance & Accounts Engg. & Projects,People Development Learning Program,High Performance Collaboration: Leadership Teamwork and Negotiation,10.8,,,,,,Team Building; Negotiation; Team Management; Collaboration; Leadership; Leadership Development; Leadership and Management
Person_264,VP One SC,Logistics,RMHS & Logistics TSK,School of Visualization ONE IT,Creating Dashboards and Storytelling with Tableau,13.4,,,,,,Storytelling; Tableau Software; Data Visualization; Software
Person_264,VP One SC,Logistics,RMHS & Logistics TSK,School of Visualization ONE IT,Visual Analytics with Tableau,8.1,,,,,,Map; Analytics; Tableau Software; Data Visualization; Software
Person_264,VP One SC,Logistics,RMHS & Logistics TSK,School of Visualization ONE IT,Essential Design Principles for Tableau,11,,,,,,Principle; Tableau Software; Data Visualization; Software
Person_264,VP One SC,Logistics,RMHS & Logistics TSK,School of Visualization ONE IT,Fundamentals of Visualization with Tableau,8.1,No,2023-04-28T11:07:25.000Z,,3.33,66.86,Tableau Software; Data Visualization; Software
Person_264,VP One SC,Logistics,RMHS & Logistics TSK,School of Visualization ONE IT,Data Visualization with Tableau Project,6.3,,,,,,Tableau Software; Data Analysis; Data Visualization; Software; Analysis
Person_265,TSM,Quality,Scientific Services -Iron Making,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_265,TSM,Quality,Scientific Services -Iron Making,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_265,TSM,Quality,Scientific Services -Iron Making,Financial Analysis Learning Program,The Language and Tools of Financial Analysis,10.3,No,2023-03-22T11:27:03.000Z,,1.78,38,Financial Ratio; Balance Sheet; Financial Analysis; Finance; Accounting; Analysis
Person_266,One IT,#,IT Infrastructure,School of Analytics Basic for ONE IT,Applied Data Science Capstone,8.9,,,,,,Computer Programming; Data Analysis; Data Clustering Algorithms; Python Programming; Analysis; Algorithms; Cluster Analysis; Machine Learning; Data Visualization
Person_266,One IT,#,IT Infrastructure,School of Analytics Basic for ONE IT,Data Visualization with Python,7.6,,,,,,Map; Matplotlib; Python Programming; Data Visualization
Person_266,One IT,#,IT Infrastructure,School of Analytics Basic for ONE IT,Python for Data Science AI & Development,10,,,,,,Numpy; Python Libraries; Computer Programming; Python Programming
Person_266,One IT,#,IT Infrastructure,Design Thinking Learning Program,Design Thinking for Innovation,5.5,No,2023-05-25T12:04:22.000Z,,0.07,0,Design Thinking; Innovation; Leadership and Management
Person_266,One IT,#,IT Infrastructure,School of Analytics Basic for ONE IT,Data Analysis with Python,9.4,,,,,,Regression Analysis; Computer Programming; Linearity; Data Model; Data Analysis; Analysis; Regression; Modeling; Linear Regression; Python Programming
Person_267,VP One SC,Integrated Planning & Service,SPC & Service,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_267,VP One SC,Integrated Planning & Service,SPC & Service,Supply Chain Planning Learning Program,Supply Chain Planning,8.4,No,2023-03-15T04:11:27.000Z,,0.4,0,Supply Chain; Demand; Forecasting; Chaining; Planning
Person_267,VP One SC,Integrated Planning & Service,SPC & Service,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_268,CEO & MD,#,CEO & MD's Office,Design Thinking Learning Program,Design Thinking for Innovation,5.5,,,,,,Design Thinking; Innovation; Leadership and Management
Person_268,CEO & MD,#,CEO & MD's Office,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_268,CEO & MD,#,CEO & MD's Office,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-03-27T10:13:11.000Z,,0.04,0,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_269,TSM,Angul Operation - IM,DRI,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,No,2023-03-30T10:44:46.000Z,,2.11,20,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_269,TSM,Angul Operation - IM,DRI,Data Viz Excel Cognos Learning Program,Data Visualization and Dashboards with Excel and Cognos,5.9,,,,,,Data Visualization; Data Analysis; Software; Microsoft Excel; Analysis
Person_269,TSM,Angul Operation - IM,DRI,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_270,One IT,#,IT Services,School of Analytics Basic for ONE IT,Python for Data Science AI & Development,10,,,,,,Numpy; Python Libraries; Computer Programming; Python Programming
Person_270,One IT,#,IT Services,School of Analytics Basic for ONE IT,Data Analysis with Python,9.4,,,,,,Regression Analysis; Computer Programming; Linearity; Data Model; Data Analysis; Analysis; Regression; Modeling; Linear Regression; Python Programming
Person_270,One IT,#,IT Services,School of Analytics Basic for ONE IT,Data Visualization with Python,7.6,,,,,,Map; Matplotlib; Python Programming; Data Visualization
Person_270,One IT,#,IT Services,School of Analytics Basic for ONE IT,Applied Data Science Capstone,8.9,,,,,,Computer Programming; Data Analysis; Data Clustering Algorithms; Python Programming; Analysis; Algorithms; Cluster Analysis; Machine Learning; Data Visualization
Person_270,One IT,#,IT Services,Design Thinking Learning Program,Design Thinking for Innovation,5.5,,,,,,Design Thinking; Innovation; Leadership and Management
Person_271,Operations - TSK,"Coke, Sinter & Iron - TSK",Blast Furnace TSK,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,Yes,2023-03-16T12:03:14.000Z,2023-03-30T15:03:27.000Z,2.41,92.5,Data Visualization; Data Analysis; Analysis; Problem Solving
Person_271,Operations - TSK,"Coke, Sinter & Iron - TSK",Blast Furnace TSK,Data-Based Decision Making Learning Prog,Exploring and Producing Data for Business Decision Making,18,,,,,,Statistical Analysis; Data Analysis; Microsoft Excel; General Statistics; Analysis
Person_271,Operations - TSK,"Coke, Sinter & Iron - TSK",Blast Furnace TSK,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,No,2023-03-30T15:09:42.000Z,,0.25,0,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_271,Operations - TSK,"Coke, Sinter & Iron - TSK",Blast Furnace TSK,Data-Based Decision Making Learning Prog,Inferential and Predictive Statistics for Business,13.6,,,,,,Predictive Analytics; Statistical Analysis; Statistical Hypothesis Testing; Hypothesis; Hypothesis Testing; Inference; Regression; General Statistics; Regression Analysis; Analysis
Person_272,TSM,Khopoli Operations,Khopoli Operation,Design Thinking Learning Program,Design Thinking for Innovation,5.5,,,,,,Design Thinking; Innovation; Leadership and Management
Person_272,TSM,Khopoli Operations,Khopoli Operation,School of Analytics-Basic,Basic Data Descriptors Statistical Distributions and Application to Business Decisions,8.9,,,,,,General Statistics; Statistical Analysis; Probability; Analysis; Studentized Residual; Chi-Squared Distribution; Probability Distribution; Microsoft Excel; Basic Descriptive Statistics
Person_272,TSM,Khopoli Operations,Khopoli Operation,School of Analytics-Basic,Data – What It Is What We Can Do With It,5.8,,,,,,Data Visualization; Data Analysis; Analysis; Problem Solving
